areaCode,areaName,areaType,date,cumCasesByPublishDate
S12000017,Highland,utla,2021-04-15,3548
S12000047,Fife,utla,2021-04-15,11187
S12000049,Glasgow City,utla,2021-04-15,41081
W06000015,Cardiff,utla,2021-04-15,26045
W06000021,Monmouthshire,utla,2021-04-15,4167
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-04-14,15465
S12000017,Highland,utla,2021-04-14,3536
S12000047,Fife,utla,2021-04-14,11172
S12000049,Glasgow City,utla,2021-04-14,41021
W06000015,Cardiff,utla,2021-04-14,26035
W06000021,Monmouthshire,utla,2021-04-14,4167
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-04-13,15445
S12000017,Highland,utla,2021-04-13,3528
S12000047,Fife,utla,2021-04-13,11130
S12000049,Glasgow City,utla,2021-04-13,40967
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-04-12,15427
S12000017,Highland,utla,2021-04-12,3527
S12000047,Fife,utla,2021-04-12,11114
S12000049,Glasgow City,utla,2021-04-12,40901
W06000015,Cardiff,utla,2021-04-12,26011
W06000021,Monmouthshire,utla,2021-04-12,4167
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-04-11,15418
S12000017,Highland,utla,2021-04-11,3519
S12000047,Fife,utla,2021-04-11,11093
S12000049,Glasgow City,utla,2021-04-11,40855
W06000015,Cardiff,utla,2021-04-11,26002
W06000021,Monmouthshire,utla,2021-04-11,4167
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-04-10,15405
S12000017,Highland,utla,2021-04-10,3510
S12000047,Fife,utla,2021-04-10,11072
S12000049,Glasgow City,utla,2021-04-10,40815
W06000015,Cardiff,utla,2021-04-10,25990
W06000021,Monmouthshire,utla,2021-04-10,4166
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-04-09,15391
S12000017,Highland,utla,2021-04-09,3508
S12000047,Fife,utla,2021-04-09,11049
S12000049,Glasgow City,utla,2021-04-09,40775
W06000015,Cardiff,utla,2021-04-09,25965
W06000021,Monmouthshire,utla,2021-04-09,4166
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-04-08,15383
S12000017,Highland,utla,2021-04-08,3507
S12000047,Fife,utla,2021-04-08,11021
S12000049,Glasgow City,utla,2021-04-08,40714
W06000015,Cardiff,utla,2021-04-08,25937
W06000021,Monmouthshire,utla,2021-04-08,4166
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-04-07,15241
S12000017,Highland,utla,2021-04-07,3505
S12000047,Fife,utla,2021-04-07,10988
S12000049,Glasgow City,utla,2021-04-07,40647
W06000015,Cardiff,utla,2021-04-07,25924
W06000021,Monmouthshire,utla,2021-04-07,4166
S12000017,Highland,utla,2021-04-06,3505
S12000047,Fife,utla,2021-04-06,10961
S12000049,Glasgow City,utla,2021-04-06,40594
W06000015,Cardiff,utla,2021-04-06,25911
W06000021,Monmouthshire,utla,2021-04-06,4166
S12000017,Highland,utla,2021-04-05,3463
S12000047,Fife,utla,2021-04-05,10812
S12000049,Glasgow City,utla,2021-04-05,40267
W06000015,Cardiff,utla,2021-04-05,25881
W06000021,Monmouthshire,utla,2021-04-05,4166
S12000017,Highland,utla,2021-04-04,3463
S12000047,Fife,utla,2021-04-04,10812
S12000049,Glasgow City,utla,2021-04-04,40267
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-04-03,15216
S12000017,Highland,utla,2021-04-03,3463
S12000047,Fife,utla,2021-04-03,10812
S12000049,Glasgow City,utla,2021-04-03,40267
W06000015,Cardiff,utla,2021-04-03,25834
W06000021,Monmouthshire,utla,2021-04-03,4164
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-04-02,15209
S12000017,Highland,utla,2021-04-02,3463
S12000047,Fife,utla,2021-04-02,10812
S12000049,Glasgow City,utla,2021-04-02,40267
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-04-01,15194
S12000017,Highland,utla,2021-04-01,3463
S12000047,Fife,utla,2021-04-01,10812
S12000049,Glasgow City,utla,2021-04-01,40267
W06000015,Cardiff,utla,2021-04-01,25821
W06000021,Monmouthshire,utla,2021-04-01,4162
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-31,15189
S12000017,Highland,utla,2021-03-31,3460
S12000047,Fife,utla,2021-03-31,10799
S12000049,Glasgow City,utla,2021-03-31,40192
W06000015,Cardiff,utla,2021-03-31,25783
W06000021,Monmouthshire,utla,2021-03-31,4157
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-30,15175
S12000017,Highland,utla,2021-03-30,3457
S12000047,Fife,utla,2021-03-30,10773
S12000049,Glasgow City,utla,2021-03-30,40118
W06000015,Cardiff,utla,2021-03-30,25775
W06000021,Monmouthshire,utla,2021-03-30,4156
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-29,15161
S12000017,Highland,utla,2021-03-29,3453
S12000047,Fife,utla,2021-03-29,10751
S12000049,Glasgow City,utla,2021-03-29,40061
W06000015,Cardiff,utla,2021-03-29,25761
W06000021,Monmouthshire,utla,2021-03-29,4156
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-28,15149
S12000017,Highland,utla,2021-03-28,3451
S12000047,Fife,utla,2021-03-28,10730
S12000049,Glasgow City,utla,2021-03-28,40001
W06000015,Cardiff,utla,2021-03-28,25748
W06000021,Monmouthshire,utla,2021-03-28,4156
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-27,15141
S12000017,Highland,utla,2021-03-27,3451
S12000047,Fife,utla,2021-03-27,10710
S12000049,Glasgow City,utla,2021-03-27,39948
W06000015,Cardiff,utla,2021-03-27,25724
W06000021,Monmouthshire,utla,2021-03-27,4152
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-26,15130
S12000017,Highland,utla,2021-03-26,3447
S12000047,Fife,utla,2021-03-26,10681
S12000049,Glasgow City,utla,2021-03-26,39853
W06000015,Cardiff,utla,2021-03-26,25705
W06000021,Monmouthshire,utla,2021-03-26,4148
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-25,15111
S12000017,Highland,utla,2021-03-25,3446
S12000047,Fife,utla,2021-03-25,10654
S12000049,Glasgow City,utla,2021-03-25,39752
W06000015,Cardiff,utla,2021-03-25,25683
W06000021,Monmouthshire,utla,2021-03-25,4146
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-24,15095
S12000017,Highland,utla,2021-03-24,3435
S12000047,Fife,utla,2021-03-24,10628
S12000049,Glasgow City,utla,2021-03-24,39660
W06000015,Cardiff,utla,2021-03-24,25657
W06000021,Monmouthshire,utla,2021-03-24,4139
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-23,15077
S12000017,Highland,utla,2021-03-23,3431
S12000047,Fife,utla,2021-03-23,10594
S12000049,Glasgow City,utla,2021-03-23,39545
W06000015,Cardiff,utla,2021-03-23,25647
W06000021,Monmouthshire,utla,2021-03-23,4132
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-22,15060
S12000017,Highland,utla,2021-03-22,3426
S12000047,Fife,utla,2021-03-22,10563
S12000049,Glasgow City,utla,2021-03-22,39464
W06000015,Cardiff,utla,2021-03-22,25642
W06000021,Monmouthshire,utla,2021-03-22,4131
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-21,15055
S12000017,Highland,utla,2021-03-21,3422
S12000047,Fife,utla,2021-03-21,10544
S12000049,Glasgow City,utla,2021-03-21,39371
W06000015,Cardiff,utla,2021-03-21,25623
W06000021,Monmouthshire,utla,2021-03-21,4131
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-20,15044
S12000017,Highland,utla,2021-03-20,3418
S12000047,Fife,utla,2021-03-20,10518
S12000049,Glasgow City,utla,2021-03-20,39283
W06000015,Cardiff,utla,2021-03-20,25601
W06000021,Monmouthshire,utla,2021-03-20,4131
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-19,15022
S12000017,Highland,utla,2021-03-19,3409
S12000047,Fife,utla,2021-03-19,10478
S12000049,Glasgow City,utla,2021-03-19,39191
W06000015,Cardiff,utla,2021-03-19,25580
W06000021,Monmouthshire,utla,2021-03-19,4129
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-18,15008
S12000017,Highland,utla,2021-03-18,3399
S12000047,Fife,utla,2021-03-18,10438
S12000049,Glasgow City,utla,2021-03-18,39090
W06000015,Cardiff,utla,2021-03-18,25560
W06000021,Monmouthshire,utla,2021-03-18,4127
S12000017,Highland,utla,2021-03-17,3388
S12000047,Fife,utla,2021-03-17,10393
S12000049,Glasgow City,utla,2021-03-17,38995
W06000015,Cardiff,utla,2021-03-17,25535
W06000021,Monmouthshire,utla,2021-03-17,4122
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-16,14983
S12000017,Highland,utla,2021-03-16,3377
S12000047,Fife,utla,2021-03-16,10343
S12000049,Glasgow City,utla,2021-03-16,38876
W06000015,Cardiff,utla,2021-03-16,25518
W06000021,Monmouthshire,utla,2021-03-16,4119
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-15,14970
S12000017,Highland,utla,2021-03-15,3370
S12000047,Fife,utla,2021-03-15,10295
S12000049,Glasgow City,utla,2021-03-15,38746
W06000015,Cardiff,utla,2021-03-15,25512
W06000021,Monmouthshire,utla,2021-03-15,4117
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-14,14961
S12000017,Highland,utla,2021-03-14,3354
S12000047,Fife,utla,2021-03-14,10266
S12000049,Glasgow City,utla,2021-03-14,38665
W06000015,Cardiff,utla,2021-03-14,25494
W06000021,Monmouthshire,utla,2021-03-14,4117
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-13,14949
S12000017,Highland,utla,2021-03-13,3345
S12000047,Fife,utla,2021-03-13,10227
S12000049,Glasgow City,utla,2021-03-13,38546
W06000015,Cardiff,utla,2021-03-13,25479
W06000021,Monmouthshire,utla,2021-03-13,4117
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-12,14929
S12000017,Highland,utla,2021-03-12,3323
S12000047,Fife,utla,2021-03-12,10185
S12000049,Glasgow City,utla,2021-03-12,38429
W06000015,Cardiff,utla,2021-03-12,25450
W06000021,Monmouthshire,utla,2021-03-12,4112
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-11,14914
S12000017,Highland,utla,2021-03-11,3301
S12000047,Fife,utla,2021-03-11,10142
S12000049,Glasgow City,utla,2021-03-11,38261
W06000015,Cardiff,utla,2021-03-11,25431
W06000021,Monmouthshire,utla,2021-03-11,4110
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-10,14898
S12000017,Highland,utla,2021-03-10,3293
S12000047,Fife,utla,2021-03-10,10105
S12000049,Glasgow City,utla,2021-03-10,38142
W06000015,Cardiff,utla,2021-03-10,25419
W06000021,Monmouthshire,utla,2021-03-10,4108
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-09,14880
S12000017,Highland,utla,2021-03-09,3280
S12000047,Fife,utla,2021-03-09,10068
S12000049,Glasgow City,utla,2021-03-09,38000
W06000015,Cardiff,utla,2021-03-09,25397
W06000021,Monmouthshire,utla,2021-03-09,4105
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-08,14851
S12000017,Highland,utla,2021-03-08,3263
S12000047,Fife,utla,2021-03-08,10044
S12000049,Glasgow City,utla,2021-03-08,37896
W06000015,Cardiff,utla,2021-03-08,25389
W06000021,Monmouthshire,utla,2021-03-08,4102
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-07,14838
S12000017,Highland,utla,2021-03-07,3248
S12000047,Fife,utla,2021-03-07,10003
S12000049,Glasgow City,utla,2021-03-07,37801
W06000015,Cardiff,utla,2021-03-07,25367
W06000021,Monmouthshire,utla,2021-03-07,4100
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-06,14821
S12000017,Highland,utla,2021-03-06,3238
S12000047,Fife,utla,2021-03-06,9995
S12000049,Glasgow City,utla,2021-03-06,37723
W06000015,Cardiff,utla,2021-03-06,25355
W06000021,Monmouthshire,utla,2021-03-06,4099
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-05,14808
S12000017,Highland,utla,2021-03-05,3229
S12000047,Fife,utla,2021-03-05,9947
S12000049,Glasgow City,utla,2021-03-05,37608
W06000015,Cardiff,utla,2021-03-05,25333
W06000021,Monmouthshire,utla,2021-03-05,4095
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-04,14788
S12000017,Highland,utla,2021-03-04,3216
S12000047,Fife,utla,2021-03-04,9936
S12000049,Glasgow City,utla,2021-03-04,37493
W06000015,Cardiff,utla,2021-03-04,25298
W06000021,Monmouthshire,utla,2021-03-04,4093
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-03,14765
S12000017,Highland,utla,2021-03-03,3196
S12000047,Fife,utla,2021-03-03,9914
S12000049,Glasgow City,utla,2021-03-03,37387
W06000015,Cardiff,utla,2021-03-03,25269
W06000021,Monmouthshire,utla,2021-03-03,4091
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-02,14723
S12000017,Highland,utla,2021-03-02,3192
S12000047,Fife,utla,2021-03-02,9891
S12000049,Glasgow City,utla,2021-03-02,37282
W06000015,Cardiff,utla,2021-03-02,25256
W06000021,Monmouthshire,utla,2021-03-02,4087
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-03-01,14695
S12000017,Highland,utla,2021-03-01,3176
S12000047,Fife,utla,2021-03-01,9876
S12000049,Glasgow City,utla,2021-03-01,37184
W06000015,Cardiff,utla,2021-03-01,25237
W06000021,Monmouthshire,utla,2021-03-01,4080
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-28,14683
S12000017,Highland,utla,2021-02-28,3166
S12000047,Fife,utla,2021-02-28,9859
S12000049,Glasgow City,utla,2021-02-28,37100
W06000015,Cardiff,utla,2021-02-28,25212
W06000021,Monmouthshire,utla,2021-02-28,4078
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-27,14665
S12000017,Highland,utla,2021-02-27,3158
S12000047,Fife,utla,2021-02-27,9828
S12000049,Glasgow City,utla,2021-02-27,37012
W06000015,Cardiff,utla,2021-02-27,25191
W06000021,Monmouthshire,utla,2021-02-27,4075
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-26,14637
S12000017,Highland,utla,2021-02-26,3152
S12000047,Fife,utla,2021-02-26,9805
S12000049,Glasgow City,utla,2021-02-26,36923
W06000015,Cardiff,utla,2021-02-26,25169
W06000021,Monmouthshire,utla,2021-02-26,4067
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-25,14610
S12000017,Highland,utla,2021-02-25,3149
S12000047,Fife,utla,2021-02-25,9764
S12000049,Glasgow City,utla,2021-02-25,36836
W06000015,Cardiff,utla,2021-02-25,25153
W06000021,Monmouthshire,utla,2021-02-25,4059
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-24,14568
S12000017,Highland,utla,2021-02-24,3135
S12000047,Fife,utla,2021-02-24,9724
S12000049,Glasgow City,utla,2021-02-24,36725
W06000015,Cardiff,utla,2021-02-24,25113
W06000021,Monmouthshire,utla,2021-02-24,4047
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-23,14525
S12000017,Highland,utla,2021-02-23,3117
S12000047,Fife,utla,2021-02-23,9683
S12000049,Glasgow City,utla,2021-02-23,36584
W06000015,Cardiff,utla,2021-02-23,25077
W06000021,Monmouthshire,utla,2021-02-23,4043
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-22,14489
S12000017,Highland,utla,2021-02-22,3105
S12000047,Fife,utla,2021-02-22,9659
S12000049,Glasgow City,utla,2021-02-22,36468
W06000015,Cardiff,utla,2021-02-22,25033
W06000021,Monmouthshire,utla,2021-02-22,4040
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-21,14463
S12000017,Highland,utla,2021-02-21,3088
S12000047,Fife,utla,2021-02-21,9633
S12000049,Glasgow City,utla,2021-02-21,36319
W06000015,Cardiff,utla,2021-02-21,24990
W06000021,Monmouthshire,utla,2021-02-21,4033
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-20,14386
S12000017,Highland,utla,2021-02-20,3066
S12000047,Fife,utla,2021-02-20,9595
S12000049,Glasgow City,utla,2021-02-20,36203
W06000015,Cardiff,utla,2021-02-20,24941
W06000021,Monmouthshire,utla,2021-02-20,4025
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-19,14386
S12000017,Highland,utla,2021-02-19,3045
S12000047,Fife,utla,2021-02-19,9547
S12000049,Glasgow City,utla,2021-02-19,36085
W06000015,Cardiff,utla,2021-02-19,24884
W06000021,Monmouthshire,utla,2021-02-19,4006
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-18,14343
S12000017,Highland,utla,2021-02-18,3033
S12000047,Fife,utla,2021-02-18,9522
S12000049,Glasgow City,utla,2021-02-18,35929
W06000015,Cardiff,utla,2021-02-18,24796
W06000021,Monmouthshire,utla,2021-02-18,4001
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-17,14288
S12000017,Highland,utla,2021-02-17,3013
S12000047,Fife,utla,2021-02-17,9460
S12000049,Glasgow City,utla,2021-02-17,35842
W06000015,Cardiff,utla,2021-02-17,24749
W06000021,Monmouthshire,utla,2021-02-17,3986
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-16,14213
S12000017,Highland,utla,2021-02-16,2993
S12000047,Fife,utla,2021-02-16,9433
S12000049,Glasgow City,utla,2021-02-16,35684
W06000015,Cardiff,utla,2021-02-16,24694
W06000021,Monmouthshire,utla,2021-02-16,3977
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-15,14142
S12000017,Highland,utla,2021-02-15,2982
S12000047,Fife,utla,2021-02-15,9387
S12000049,Glasgow City,utla,2021-02-15,35548
W06000015,Cardiff,utla,2021-02-15,24659
W06000021,Monmouthshire,utla,2021-02-15,3967
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-14,14097
S12000017,Highland,utla,2021-02-14,2960
S12000047,Fife,utla,2021-02-14,9362
S12000049,Glasgow City,utla,2021-02-14,35498
W06000015,Cardiff,utla,2021-02-14,24612
W06000021,Monmouthshire,utla,2021-02-14,3953
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-13,14050
S12000017,Highland,utla,2021-02-13,2943
S12000047,Fife,utla,2021-02-13,9330
S12000049,Glasgow City,utla,2021-02-13,35365
W06000015,Cardiff,utla,2021-02-13,24557
W06000021,Monmouthshire,utla,2021-02-13,3943
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-12,13983
S12000017,Highland,utla,2021-02-12,2925
S12000047,Fife,utla,2021-02-12,9295
S12000049,Glasgow City,utla,2021-02-12,35236
W06000015,Cardiff,utla,2021-02-12,24501
W06000021,Monmouthshire,utla,2021-02-12,3940
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-11,13924
S12000017,Highland,utla,2021-02-11,2909
S12000047,Fife,utla,2021-02-11,9259
S12000049,Glasgow City,utla,2021-02-11,35103
W06000015,Cardiff,utla,2021-02-11,24399
W06000021,Monmouthshire,utla,2021-02-11,3928
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-10,13859
S12000017,Highland,utla,2021-02-10,2870
S12000047,Fife,utla,2021-02-10,9236
S12000049,Glasgow City,utla,2021-02-10,34974
W06000015,Cardiff,utla,2021-02-10,24344
W06000021,Monmouthshire,utla,2021-02-10,3922
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-09,13806
S12000017,Highland,utla,2021-02-09,2860
S12000047,Fife,utla,2021-02-09,9202
S12000049,Glasgow City,utla,2021-02-09,34852
W06000015,Cardiff,utla,2021-02-09,24314
W06000021,Monmouthshire,utla,2021-02-09,3916
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-08,13755
S12000017,Highland,utla,2021-02-08,2846
S12000047,Fife,utla,2021-02-08,9178
S12000049,Glasgow City,utla,2021-02-08,34705
W06000015,Cardiff,utla,2021-02-08,24277
W06000021,Monmouthshire,utla,2021-02-08,3911
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-07,13705
S12000017,Highland,utla,2021-02-07,2813
S12000047,Fife,utla,2021-02-07,9156
S12000049,Glasgow City,utla,2021-02-07,34530
W06000015,Cardiff,utla,2021-02-07,24197
W06000021,Monmouthshire,utla,2021-02-07,3902
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-06,13634
S12000017,Highland,utla,2021-02-06,2804
S12000047,Fife,utla,2021-02-06,9131
S12000049,Glasgow City,utla,2021-02-06,34451
W06000015,Cardiff,utla,2021-02-06,24147
W06000021,Monmouthshire,utla,2021-02-06,3891
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-05,13555
S12000017,Highland,utla,2021-02-05,2781
S12000047,Fife,utla,2021-02-05,9101
S12000049,Glasgow City,utla,2021-02-05,34315
W06000015,Cardiff,utla,2021-02-05,24080
W06000021,Monmouthshire,utla,2021-02-05,3881
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-04,13488
S12000017,Highland,utla,2021-02-04,2754
S12000047,Fife,utla,2021-02-04,9077
S12000049,Glasgow City,utla,2021-02-04,34161
W06000015,Cardiff,utla,2021-02-04,24051
W06000021,Monmouthshire,utla,2021-02-04,3870
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-03,13408
S12000017,Highland,utla,2021-02-03,2730
S12000047,Fife,utla,2021-02-03,9031
S12000049,Glasgow City,utla,2021-02-03,33979
W06000015,Cardiff,utla,2021-02-03,24006
W06000021,Monmouthshire,utla,2021-02-03,3859
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-02,13329
S12000017,Highland,utla,2021-02-02,2703
S12000047,Fife,utla,2021-02-02,8989
S12000049,Glasgow City,utla,2021-02-02,33798
W06000015,Cardiff,utla,2021-02-02,23963
W06000021,Monmouthshire,utla,2021-02-02,3856
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-02-01,13225
S12000017,Highland,utla,2021-02-01,2700
S12000047,Fife,utla,2021-02-01,8950
S12000049,Glasgow City,utla,2021-02-01,33651
W06000015,Cardiff,utla,2021-02-01,23899
W06000021,Monmouthshire,utla,2021-02-01,3836
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-01-31,13176
S12000017,Highland,utla,2021-01-31,2693
S12000047,Fife,utla,2021-01-31,8910
S12000049,Glasgow City,utla,2021-01-31,33522
W06000015,Cardiff,utla,2021-01-31,23843
W06000021,Monmouthshire,utla,2021-01-31,3827
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-01-30,13123
S12000017,Highland,utla,2021-01-30,2666
S12000047,Fife,utla,2021-01-30,8870
S12000049,Glasgow City,utla,2021-01-30,33334
W06000015,Cardiff,utla,2021-01-30,23778
W06000021,Monmouthshire,utla,2021-01-30,3820
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-01-29,13022
S12000017,Highland,utla,2021-01-29,2641
S12000047,Fife,utla,2021-01-29,8838
S12000049,Glasgow City,utla,2021-01-29,33159
W06000015,Cardiff,utla,2021-01-29,23710
W06000021,Monmouthshire,utla,2021-01-29,3806
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-01-28,12867
S12000017,Highland,utla,2021-01-28,2614
S12000047,Fife,utla,2021-01-28,8786
S12000049,Glasgow City,utla,2021-01-28,32958
W06000015,Cardiff,utla,2021-01-28,23652
W06000021,Monmouthshire,utla,2021-01-28,3794
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-01-27,12771
S12000017,Highland,utla,2021-01-27,2580
S12000047,Fife,utla,2021-01-27,8730
S12000049,Glasgow City,utla,2021-01-27,32774
W06000015,Cardiff,utla,2021-01-27,23595
W06000021,Monmouthshire,utla,2021-01-27,3789
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-01-26,12648
S12000017,Highland,utla,2021-01-26,2551
S12000047,Fife,utla,2021-01-26,8677
S12000049,Glasgow City,utla,2021-01-26,32537
W06000015,Cardiff,utla,2021-01-26,23542
W06000021,Monmouthshire,utla,2021-01-26,3780
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-01-25,12534
S12000017,Highland,utla,2021-01-25,2527
S12000047,Fife,utla,2021-01-25,8627
S12000049,Glasgow City,utla,2021-01-25,32328
W06000015,Cardiff,utla,2021-01-25,23475
W06000021,Monmouthshire,utla,2021-01-25,3771
S12000017,Highland,utla,2021-01-24,2516
S12000047,Fife,utla,2021-01-24,8600
S12000049,Glasgow City,utla,2021-01-24,32179
W06000015,Cardiff,utla,2021-01-24,23357
W06000021,Monmouthshire,utla,2021-01-24,3754
S12000017,Highland,utla,2021-01-23,2493
S12000047,Fife,utla,2021-01-23,8556
S12000049,Glasgow City,utla,2021-01-23,31948
W06000015,Cardiff,utla,2021-01-23,23279
W06000021,Monmouthshire,utla,2021-01-23,3739
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-01-22,12236
S12000017,Highland,utla,2021-01-22,2464
S12000047,Fife,utla,2021-01-22,8498
S12000049,Glasgow City,utla,2021-01-22,31718
W06000015,Cardiff,utla,2021-01-22,23174
W06000021,Monmouthshire,utla,2021-01-22,3721
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-01-21,12071
S12000017,Highland,utla,2021-01-21,2428
S12000047,Fife,utla,2021-01-21,8436
S12000049,Glasgow City,utla,2021-01-21,31484
W06000015,Cardiff,utla,2021-01-21,23130
W06000021,Monmouthshire,utla,2021-01-21,3699
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-01-20,11904
S12000017,Highland,utla,2021-01-20,2398
S12000047,Fife,utla,2021-01-20,8370
S12000049,Glasgow City,utla,2021-01-20,31202
W06000015,Cardiff,utla,2021-01-20,23007
W06000021,Monmouthshire,utla,2021-01-20,3678
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-01-19,11717
S12000017,Highland,utla,2021-01-19,2361
S12000047,Fife,utla,2021-01-19,8300
S12000049,Glasgow City,utla,2021-01-19,30910
W06000015,Cardiff,utla,2021-01-19,22848
W06000021,Monmouthshire,utla,2021-01-19,3652
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-01-18,11538
S12000017,Highland,utla,2021-01-18,2343
S12000047,Fife,utla,2021-01-18,8218
S12000049,Glasgow City,utla,2021-01-18,30721
W06000015,Cardiff,utla,2021-01-18,22730
W06000021,Monmouthshire,utla,2021-01-18,3632
S12000017,Highland,utla,2021-01-17,2326
S12000047,Fife,utla,2021-01-17,8157
S12000049,Glasgow City,utla,2021-01-17,30458
W06000015,Cardiff,utla,2021-01-17,22580
W06000021,Monmouthshire,utla,2021-01-17,3621
S12000017,Highland,utla,2021-01-16,2292
S12000047,Fife,utla,2021-01-16,8082
S12000049,Glasgow City,utla,2021-01-16,30182
W06000015,Cardiff,utla,2021-01-16,22405
W06000021,Monmouthshire,utla,2021-01-16,3600
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-01-15,11106
S12000017,Highland,utla,2021-01-15,2246
S12000047,Fife,utla,2021-01-15,8004
S12000049,Glasgow City,utla,2021-01-15,29917
W06000015,Cardiff,utla,2021-01-15,22309
W06000021,Monmouthshire,utla,2021-01-15,3591
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-01-14,10883
S12000017,Highland,utla,2021-01-14,2179
S12000047,Fife,utla,2021-01-14,7870
S12000049,Glasgow City,utla,2021-01-14,29580
W06000015,Cardiff,utla,2021-01-14,22137
W06000021,Monmouthshire,utla,2021-01-14,3560
N09000002,"Armagh City, Banbridge and Craigavon",utla,2021-01-13,10686
S12000017,Highland,utla,2021-01-13,2116
S12000047,Fife,utla,2021-01-13,7783
