Type,time_open,BTC_norm
ETH,2021-10-31T00:00:00.1908700Z,0.670227314
ETH,2021-10-31T12:00:00.1420000Z,0.627257718
ETH,2021-11-01T00:00:01.2251820Z,0.650422775
ETH,2021-11-01T12:00:00.8706820Z,0.661996965
ETH,2021-11-02T00:00:01.5599860Z,0.738221511
ETH,2021-11-02T12:00:00.0250850Z,0.807349777
ETH,2021-11-03T00:00:00.9617150Z,0.83081503
ETH,2021-11-03T12:00:00.2119230Z,0.834709228
ETH,2021-11-04T00:00:02.3828350Z,0.795675522
ETH,2021-11-04T12:00:00.8016610Z,0.812836677
ETH,2021-11-05T00:00:01.5847130Z,0.812970097
ETH,2021-11-05T12:00:01.6977170Z,0.79763513
ETH,2021-11-06T00:00:01.8999290Z,0.779339904
ETH,2021-11-06T12:00:00.5554740Z,0.794166208
ETH,2021-11-07T00:00:00.2214830Z,0.842414236
ETH,2021-11-07T12:00:01.1325270Z,0.855706209
ETH,2021-11-08T00:00:00.9766300Z,0.93464085
ETH,2021-11-08T12:00:00.0287820Z,0.953411384
ETH,2021-11-09T00:00:01.9761700Z,0.958039392
ETH,2021-11-09T12:00:01.6850630Z,0.961841864
ETH,2021-11-10T00:00:01.3828710Z,0.920223145
ETH,2021-11-10T12:00:00.1900000Z,1
ETH,2021-11-11T00:00:00.0330000Z,0.946640316
ETH,2021-11-11T12:00:00.2820000Z,0.969263355
ETH,2021-11-12T00:00:01.1290000Z,0.988142292
ETH,2021-11-12T12:00:00.0225540Z,0.913093511
ETH,2021-11-13T00:00:00.2729790Z,0.92226614
ETH,2021-11-13T12:00:02.4230150Z,0.920364904
ETH,2021-11-14T00:00:00.1840630Z,0.915778589
ETH,2021-11-14T12:00:01.0963640Z,0.877853938
ETH,2021-11-15T00:00:02.5920000Z,0.940269509
ETH,2021-11-15T12:00:02.0339160Z,0.950617902
ETH,2021-11-16T00:00:02.4826150Z,0.825486566
ETH,2021-11-16T12:00:01.3309250Z,0.702006304
ETH,2021-11-17T00:00:02.2021010Z,0.638656794
ETH,2021-11-17T12:00:00.1600000Z,0.651223295
ETH,2021-11-18T00:00:03.6455160Z,0.678632778
ETH,2021-11-18T12:00:01.8998620Z,0.614165874
ETH,2021-11-19T00:00:00.3270390Z,0.581794833
ETH,2021-11-19T12:00:00.6205750Z,0.671244642
